Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
kita hanya butuh presiden baru yang tegas menumpas PKI dan anti PKI!,1,0,0,1,0,1,0,0,0,0,0,1,butuh presiden tumpas partai komunis indonesia anti partai komunis indonesia,"['butuh', 'presiden', 'tumpas', 'partai', 'komunis', 'indonesia', 'anti', 'partai', 'komunis', 'indonesia']"
Banyak cara yang digunakan sindikat Tionghoa untuk menipu uang rakyat Indonesia...untuk mengusir orang Tionghoa keluar dari Indonesia,1,0,0,1,0,1,0,0,0,0,0,1,sindikat tionghoa tipu uang rakyat indonesia usir orang tionghoa indonesia,"['sindikat', 'tionghoa', 'tipu', 'uang', 'rakyat', 'indonesia', 'usir', 'orang', 'tionghoa', 'indonesia']"
USER Usir Tiongkok keluar dari negara ini USER USER USER USER USER,1,0,0,1,0,1,0,0,0,0,0,1,usir tiongkok negara,"['usir', 'tiongkok', 'negara']"
"Hukum Indonesia! Sementara itu, Jokowi mengubah Indonesia menjadi negara dominion, yang dikomplotkan oleh Jokowi! menggulingkan Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,hukum indonesia jokowi ubah indonesia negara dominion komplot jokowi guling jokowi,"['hukum', 'indonesia', 'jokowi', 'ubah', 'indonesia', 'negara', 'dominion', 'komplot', 'jokowi', 'guling', 'jokowi']"
"Coba Pak Prabowo, Sampai Level OB Perannya Dipanggil, Jokowi Cuma Klaim, Cabut!!! URL",1,0,1,0,0,0,0,0,1,0,0,1,coba prabowo level office boy peran panggil jokowi klaim pergi uniform resource locator,"['coba', 'prabowo', 'level', 'office', 'boy', 'peran', 'panggil', 'jokowi', 'klaim', 'pergi', 'uniform', 'resource', 'locator']"
ANJING TERBANG HILANG; BURUNG MEMILIKI SAYAP BIRU; SATUKAN SUARA ANDA SAAT PEMILU; KAMI MEMILIH PRESIDEN BARU; ; MEMANCING MALAM; IKAN DIMAKAN CAMPUR DENGAN Ketan; MARI MENANGKAN PARTAI ISLAM; KAMI MENGHANCURKAN PARTAI SETAN! ; ; ALLAH MAHA BESAR..,1,1,0,1,1,0,0,0,0,0,0,1,anjing terbang hilang burung milik sayap biru suara pilih pilih presiden pancing malam ikan makan campur ketan mari menang ai islam hancur ai setan allah maha,"['anjing', 'terbang', 'hilang', 'burung', 'milik', 'sayap', 'biru', 'suara', 'pilih', 'pilih', 'presiden', 'pancing', 'malam', 'ikan', 'makan', 'campur', 'ketan', 'mari', 'menang', 'ai', 'islam', 'hancur', 'ai', 'setan', 'allah', 'maha']"
USER Makanya Golkar Tuntut Setya Novanto Diberhentikan dari DPR dan Pembelanya USER USER Mundur Jadi Pemimpin Kalau Malu,1,0,0,1,0,0,0,0,1,0,0,1,golkar tuntut setya novanto henti dewan wakil rakyat bela mundur pimpin malu,"['golkar', 'tuntut', 'setya', 'novanto', 'henti', 'dewan', 'wakil', 'rakyat', 'bela', 'mundur', 'pimpin', 'malu']"
"Ayo Buang Al-Quran, Buku Sampah USER USER USER USER USER",1,1,0,1,1,0,0,0,0,0,0,1,ayo buang al alquran buku sampah,"['ayo', 'buang', 'al', 'alquran', 'buku', 'sampah']"
PENGGUNA Tuan Barokalloh; Saya dukung dengan; #2019GantiPresiden; #2019GantiRezim; #HANCURKAN PARTAISETAN,1,0,0,1,0,0,0,0,1,0,0,1,tuan barakallah dukung 2019 ganti presiden 2019 ganti rezim hancur aisetan,"['tuan', 'barakallah', 'dukung', '2019', 'ganti', 'presiden', '2019', 'ganti', 'rezim', 'hancur', 'aisetan']"
Ahok telah menjadi korban rezim ini. Jatuhkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,ahok korban rezim jatuh jokowi,"['ahok', 'korban', 'rezim', 'jatuh', 'jokowi']"
USER Pengkhianat NKRI adalah konspirator yang mengambil keputusan yang merugikan negara!! Tenggelamkan gerombolan laki-laki PKI yang bermoncong babi,1,1,0,1,0,1,0,0,0,0,0,1,penghianat negara republik indonesia konspirator ambil putus rugi negara tenggelam gerombol laki laki partai komunis indonesia moncong babi,"['penghianat', 'negara', 'republik', 'indonesia', 'konspirator', 'ambil', 'putus', 'rugi', 'negara', 'tenggelam', 'gerombol', 'laki', 'laki', 'partai', 'komunis', 'indonesia', 'moncong', 'babi']"
Hancurkan PKI sekuat tenaga,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia kuat tenaga,"['hancur', 'partai', 'komunis', 'indonesia', 'kuat', 'tenaga']"
Bubarkan Komisi Pemberantasan Korupsi...kalau tidak buat juga SOP TAPING sesuai putusan MK...,1,0,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi sop taping sesuai putus mk,"['bubar', 'komisi', 'berantas', 'korupsi', 'sop', 'taping', 'sesuai', 'putus', 'mk']"
Partai politik selalu mencari pembenaran; Mari kita tenggelamkan PDIP di semua tingkatan kepala pemerintahan; Kerugian negara adalah kerugian bangsa!; ; #2019GantiPresiden ; #2019Presiden Baru,1,0,0,1,0,0,0,0,1,0,0,1,ai politik cari mari tenggelam partai demokrasi indonesia juang tingkat kepala perintah rugi negara rugi bangsa 2019 ganti presiden 2019presiden,"['ai', 'politik', 'cari', 'mari', 'tenggelam', 'partai', 'demokrasi', 'indonesia', 'juang', 'tingkat', 'kepala', 'perintah', 'rugi', 'negara', 'rugi', 'bangsa', '2019', 'ganti', 'presiden', '2019presiden']"
Kelompok USER anggota DPR dibubarkan. URL,1,0,0,1,0,0,0,0,1,0,0,1,kelompok anggota dewan wakil rakyat bubar uniform resource locator,"['kelompok', 'anggota', 'dewan', 'wakil', 'rakyat', 'bubar', 'uniform', 'resource', 'locator']"
Indonesia terasa seperti Beijing. Keluarkan Tiongkok,1,0,0,1,0,1,0,0,0,0,0,1,indonesia asa sepe i beijing tiongkok,"['indonesia', 'asa', 'sepe', 'i', 'beijing', 'tiongkok']"
Bagaimana jika tagar tersebut diganti dengan pengunduran diri Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,tagar ganti undur jokowi,"['tagar', 'ganti', 'undur', 'jokowi']"
USER USER USER USER USER USER USER #HancurkanPKS #HancurkanPKS #HancurkanPKS #HancurkanPKS #HancurkanPKS #HancurkanPKS #HancurkanPKS #Hancurkan,1,0,0,1,0,0,0,0,1,0,0,1,hancur partai adil sejahtera hancur partai adil sejahtera hancur partai adil sejahtera hancur partai adil sejahtera hancur partai adil sejahtera hancur partai adil sejahtera hancur partai adil sejahtera hancur,"['hancur', 'partai', 'adil', 'sejahtera', 'hancur', 'partai', 'adil', 'sejahtera', 'hancur', 'partai', 'adil', 'sejahtera', 'hancur', 'partai', 'adil', 'sejahtera', 'hancur', 'partai', 'adil', 'sejahtera', 'hancur', 'partai', 'adil', 'sejahtera', 'hancur', 'partai', 'adil', 'sejahtera', 'hancur']"
"Apakah ini beradab? Kalau setuju, tidak beradab, buang Islam karena hanya dengan membuang Islam barbarisme bisa dikurangi",1,1,0,1,1,0,0,0,0,0,0,1,adab tuju adab buang islam buang islam barbarisme rang,"['adab', 'tuju', 'adab', 'buang', 'islam', 'buang', 'islam', 'barbarisme', 'rang']"
RT USER USER USER Tangkap Setnov Tak Mampu Bubarkan KPK!!,1,0,0,1,0,0,0,0,1,0,0,1,tangkap setya novanto bubar komisi berantas korupsi,"['tangkap', 'setya', 'novanto', 'bubar', 'komisi', 'berantas', 'korupsi']"
USER USER USER USER Sangat Setuju! Bangsa Indonesia membutuhkan USER sebagai pahlawan nasionalis yang mengajarkan kita untuk mencintai NKRI. Kaum radikal pencinta urin unta yang biadab ini harus dilenyapkan! Kerja bagus,1,1,0,1,0,0,0,0,1,0,0,1,tuju bangsa indonesia butuh pahlawan nasionalis ajar cinta negara republik indonesia kaum radikal cinta urin unta biadab lenyap kerja bagus,"['tuju', 'bangsa', 'indonesia', 'butuh', 'pahlawan', 'nasionalis', 'ajar', 'cinta', 'negara', 'republik', 'indonesia', 'kaum', 'radikal', 'cinta', 'urin', 'unta', 'biadab', 'lenyap', 'kerja', 'bagus']"
"PENGGUNA RT PKI gabung PDI P, bubarkan PDI P!!",1,0,0,1,0,1,0,0,0,0,0,1,partai komunis indonesia gabung partai demokrasi indonesia p bubar partai demokrasi indonesia p,"['partai', 'komunis', 'indonesia', 'gabung', 'partai', 'demokrasi', 'indonesia', 'p', 'bubar', 'partai', 'demokrasi', 'indonesia', 'p']"
Restart Reformasi 98 jilid 2 PENGGUNA Hapus Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,resta reformasi 98 jilid 2 hapus jokowi,"['resta', 'reformasi', '98', 'jilid', '2', 'hapus', 'jokowi']"
"Ciri khas Bani 212 Bin Onta Kampret : cepat memuji orang yang disegani, cepat menghina balik... Salam TGB... ngoahaha #BubarkanPKS",1,1,0,1,1,0,0,0,0,0,0,1,ciri khas bani 212 bin onta kampret cepat puji orang segani cepat hina salam tuan guru bajang haha bubar partai adil sejahtera,"['ciri', 'khas', 'bani', '212', 'bin', 'onta', 'kampret', 'cepat', 'puji', 'orang', 'segani', 'cepat', 'hina', 'salam', 'tuan', 'guru', 'bajang', 'haha', 'bubar', 'partai', 'adil', 'sejahtera']"
Buat apa menyerang pemerintahan Jokowi yang mau lengser? Gulingkan dia pada pemilihan presiden berikutnya.,1,0,1,0,0,0,0,0,1,0,0,1,serang perintah jokowi lengser guling pilih presiden,"['serang', 'perintah', 'jokowi', 'lengser', 'guling', 'pilih', 'presiden']"
"PT20 Langgar Konstitusi Rezim Otoriter Ini Tak Henti-hentinya Langgar Hukum, Kali Ini Konstitusi Juga Akan Dilanggar... Saatnya Jatuhkan Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,pt20 langgar konstitusi rezim otoriter henti henti langgar hukum kali konstitusi langgar jatuh jokowi,"['pt20', 'langgar', 'konstitusi', 'rezim', 'otoriter', 'henti', 'henti', 'langgar', 'hukum', 'kali', 'konstitusi', 'langgar', 'jatuh', 'jokowi']"
"gulingkan jokowi! ""USER: Rezim anti-subsidi adalah rezim anti-populer. USER USER""",1,0,1,0,0,0,0,0,1,0,0,1,guling jokowi rezim anti subsidi rezim anti populer,"['guling', 'jokowi', 'rezim', 'anti', 'subsidi', 'rezim', 'anti', 'populer']"
Ahok mencari peluang untuk menyerang saksi Drama Kriminalisasi Ahok yang memenjarakan Ahok,1,0,1,0,0,0,0,0,1,0,0,1,ahok cari peluang serang saksi drama kriminalisasi ahok penjara ahok,"['ahok', 'cari', 'peluang', 'serang', 'saksi', 'drama', 'kriminalisasi', 'ahok', 'penjara', 'ahok']"
"Jokowi harus segera dicopot dan digantikan oleh Ahmad Heryawan. Cebong jangan kasar, saya hanya memberi contoh saja",1,1,1,0,0,0,0,0,1,0,0,1,jokowi copot ganti ahmad heryawan cebong kasar contoh,"['jokowi', 'copot', 'ganti', 'ahmad', 'heryawan', 'cebong', 'kasar', 'contoh']"
Grafik tersebut merupakan posisi Papa yang meminta agar URL KPK dibagikan dan dibubarkan,1,0,0,1,0,0,0,0,1,0,0,1,grafik rupa posisi papa uniform resource locator komisi berantas korupsi bubar,"['grafik', 'rupa', 'posisi', 'papa', 'uniform', 'resource', 'locator', 'komisi', 'berantas', 'korupsi', 'bubar']"
"Kami tidak takut, kami hanya ingin memusnahkan PKI yang berbahaya jika embrio setan berkembang biak",1,0,0,1,0,1,0,0,0,0,0,1,takut musnah partai komunis indonesia bahaya embrio setan kembang biak,"['takut', 'musnah', 'partai', 'komunis', 'indonesia', 'bahaya', 'embrio', 'setan', 'kembang', 'biak']"
Saatnya untuk mundur. menggulingkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,mundur guling jokowi,"['mundur', 'guling', 'jokowi']"
"Usir saja orang-orang Tiongkok ini. Orang paling gila akan dipenjara karena anti-Tiongkok. Nah, orang-orang Cina ini telah mengambil tempat mereka di negara ini, dan menggantikan mereka... URL",1,0,1,0,0,1,0,0,0,0,0,1,usir orang orang tiongkok orang gila penjara anti tiongkok orang orang cina ambil negara ganti uniform resource locator,"['usir', 'orang', 'orang', 'tiongkok', 'orang', 'gila', 'penjara', 'anti', 'tiongkok', 'orang', 'orang', 'cina', 'ambil', 'negara', 'ganti', 'uniform', 'resource', 'locator']"
Tidak usah.. Biarlah Jokowi yang melindungi Ahok.. Tahun 2019 kita gulingkan Jokowi.. Bagus sekali.,1,0,1,0,0,0,0,0,1,0,0,1,biar jokowi lindung ahok 2019 guling jokowi bagus,"['biar', 'jokowi', 'lindung', 'ahok', '2019', 'guling', 'jokowi', 'bagus']"
Usir Buddha dari Jawa!!!!,1,0,0,1,1,0,0,0,0,0,0,1,usir buddha jawa,"['usir', 'buddha', 'jawa']"
RT USER Mari kita jaga keutuhan NKRI!!! Tangkap Penghujat!!! Hentikan Kriminalisasi Ulama URL,1,0,1,0,1,0,0,0,0,0,0,1,mari jaga utuh negara republik indonesia tangkap hujat henti kriminalisasi ulama uniform resource locator,"['mari', 'jaga', 'utuh', 'negara', 'republik', 'indonesia', 'tangkap', 'hujat', 'henti', 'kriminalisasi', 'ulama', 'uniform', 'resource', 'locator']"
TURUNKAN PKI! Asosiasi Keripik Indo... URL,1,0,0,1,0,1,0,0,0,0,0,1,turun partai komunis indonesia asosiasi keripik indonesia uniform resource locator,"['turun', 'partai', 'komunis', 'indonesia', 'asosiasi', 'keripik', 'indonesia', 'uniform', 'resource', 'locator']"
RT USER Usir saja duta besar negara Kristen dan hubungan diplomatik terputus.,1,0,1,0,1,0,0,0,0,0,0,1,usir duta negara kristen hubung diplomatik putus,"['usir', 'duta', 'negara', 'kristen', 'hubung', 'diplomatik', 'putus']"
"Ayo umat Islam, terus pukul kaum LGBT, masyarakat paham apa yang Islam miliki untuk melenyapkan PALMUSERS Dorong RUU anti-LGBT",1,0,0,1,1,0,0,1,0,0,0,1,ayo umat islam kaum lgbt masyarakat paham islam milik lenyap palm si dorong rancang undang undang anti lgbt,"['ayo', 'umat', 'islam', 'kaum', 'lgbt', 'masyarakat', 'paham', 'islam', 'milik', 'lenyap', 'palm', 'si', 'dorong', 'rancang', 'undang', 'undang', 'anti', 'lgbt']"
RT PENGGUNA PENYIMPANAN PENJARA TENTANG ADMINISTRASI!!! ATAU PENGGUNA TURUN!!! URL,1,0,1,0,1,0,0,0,0,0,0,1,simpan penjara administrasi turun uniform resource locator,"['simpan', 'penjara', 'administrasi', 'turun', 'uniform', 'resource', 'locator']"
PENGGUNA RT: PENGGUNA Bubarkan DPR/DPRD...bentuk Pansus Hak Angket Rakyat untuk Suspend DPR/DPRD,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat dewan wakil rakyat daerah bentuk panitia khusus hak angket rakyat suspend dewan wakil rakyat dewan wakil rakyat daerah,"['bubar', 'dewan', 'wakil', 'rakyat', 'dewan', 'wakil', 'rakyat', 'daerah', 'bentuk', 'panitia', 'khusus', 'hak', 'angket', 'rakyat', 'suspend', 'dewan', 'wakil', 'rakyat', 'dewan', 'wakil', 'rakyat', 'daerah']"
"Meski imigran, mereka hidup sebelum Myanmar berdiri pada 1948. Apakah imigran China bisa diusir dari Indonesia? Banyak yang siap jika aturan mainnya seperti itu.",1,0,0,1,0,1,0,0,0,0,0,1,imigran hidup myanmar 1948 imigran cina usir indonesia atur main sepe i,"['imigran', 'hidup', 'myanmar', '1948', 'imigran', 'cina', 'usir', 'indonesia', 'atur', 'main', 'sepe', 'i']"
PENGGUNA Pembunuhan karena rasa khawatir bukanlah hal yang lucu. Itu yang diancam Presiden... Bodoh sekali. Rekomendasikan hukuman yang paling berat pak... PENGGUNA',1,1,1,0,0,0,0,0,1,0,0,1,bunuh khawatir lucu ancam presiden bodoh rekomendasi hukum berat,"['bunuh', 'khawatir', 'lucu', 'ancam', 'presiden', 'bodoh', 'rekomendasi', 'hukum', 'berat']"
PENGGUNA Membubarkan DPR,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat,"['bubar', 'dewan', 'wakil', 'rakyat']"
Tidak apa-apa untuk menghancurkan rezim USER URL,1,0,1,0,0,0,0,0,1,0,0,1,hancur rezim uniform resource locator,"['hancur', 'rezim', 'uniform', 'resource', 'locator']"
Hancurkan Anjing PKI. URL,1,1,0,1,0,1,0,0,0,0,0,1,hancur anjing partai komunis indonesia uniform resource locator,"['hancur', 'anjing', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
Pensiunan kepala polisi USER USER URL,1,0,1,0,0,0,0,0,1,0,0,1,pensiun kepala polisi uniform resource locator,"['pensiun', 'kepala', 'polisi', 'uniform', 'resource', 'locator']"
Bubarkan saja DPR...kebanyakan URL tidak ada isinya,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat uniform resource locator isi,"['bubar', 'dewan', 'wakil', 'rakyat', 'uniform', 'resource', 'locator', 'isi']"
Kami punya TAKBIR yang akan menghancurkan kalian PKI!!!,1,0,0,1,0,1,0,0,0,0,0,1,takbir hancur partai komunis indonesia,"['takbir', 'hancur', 'partai', 'komunis', 'indonesia']"
"Jika ingin perdamaian di Indonesia, usir China dari Indonesia.",1,0,0,1,0,1,0,0,0,0,0,1,damai indonesia usir cina indonesia,"['damai', 'indonesia', 'usir', 'cina', 'indonesia']"
"Kemarin di SIANTAR, banner anda DIHAPUS; sekarang MENCURI KAMPANYE di tengah-tengah DEMO; dimana PANWASLU; DJAROT MELAKUKAN KAMPANYE PENIPUAN DI TENGAH DEMONSTRASI BURUH; TINDAKAN PASTI TERHADAP PENIPUAN PASANG CALON NO. 2 #djoss #register40 #gubsu pemilu2018 #pilkada #sumut;",1,0,1,0,0,0,0,0,1,0,0,1,kemarin siantar banner hapus curi kampanye demo panitia awas milu djarot laku kampanye tipu demonstrasi buruh tindak hadap tipu pasang calon no 2 keren register 40 gubsu pemilu2018 pilih kepala daerah sumatra utara,"['kemarin', 'siantar', 'banner', 'hapus', 'curi', 'kampanye', 'demo', 'panitia', 'awas', 'milu', 'djarot', 'laku', 'kampanye', 'tipu', 'demonstrasi', 'buruh', 'tindak', 'hadap', 'tipu', 'pasang', 'calon', 'no', '2', 'keren', 'register', '40', 'gubsu', 'pemilu2018', 'pilih', 'kepala', 'daerah', 'sumatra', 'utara']"
"Kita harus melawan, mengusir duta Nyanmar, memboikot semua hubungan dengan agama Budha.",1,0,0,1,1,1,0,0,0,0,0,1,lawan usir duta myanmar boikot hubung agama buddha,"['lawan', 'usir', 'duta', 'myanmar', 'boikot', 'hubung', 'agama', 'buddha']"
"Dana Haji Digelapkan?! Saatnya Jokowi disingkirkan! Negara Digadaikan kepada Orang Asing. Defisit semakin besar, APBN terpuruk, Jokowi terpuruk",1,0,1,0,0,0,0,0,1,0,0,1,dana haji gelap jokowi singkir negara gadai orang asing defisit anggar belanja negara puruk jokowi puruk,"['dana', 'haji', 'gelap', 'jokowi', 'singkir', 'negara', 'gadai', 'orang', 'asing', 'defisit', 'anggar', 'belanja', 'negara', 'puruk', 'jokowi', 'puruk']"
"Dan setelah menghalangi Jokowi, saya berharap Jokowi bisa digulingkan",1,0,1,0,0,0,0,0,1,0,0,1,halang jokowi harap jokowi guling,"['halang', 'jokowi', 'harap', 'jokowi', 'guling']"
19. Pemimpin masjid adalah pemimpin yang dapat mengajak kita untuk sungguh-sungguh menjalankan syariat Islam. Menggulingkan pemimpin non-Muslim,1,0,0,1,1,0,0,0,0,0,0,1,19 pimpin masjid pimpin ajak sungguh sungguh jalan syariat islam guling pimpin non muslim,"['19', 'pimpin', 'masjid', 'pimpin', 'ajak', 'sungguh', 'sungguh', 'jalan', 'syariat', 'islam', 'guling', 'pimpin', 'non', 'muslim']"
"Masih ingat, kami mendepak Siloam China! Jika saya mati, anak-anak saya pasti akan mengerti filosofi hidup! Harga diri adalah yang terpenting, jangan sampai berada di bawah kaki penjajah",1,0,0,1,0,1,0,0,0,0,0,1,depak siloam cina mati anak anak menge i filosofi hidup harga kaki jajah,"['depak', 'siloam', 'cina', 'mati', 'anak', 'anak', 'menge', 'i', 'filosofi', 'hidup', 'harga', 'kaki', 'jajah']"
"USER Ngeri Rakyatku, PKI Barbar Mau Bangkit... Tolak dan Bubar!!!",1,1,0,1,0,1,0,0,0,0,0,1,ngeri rakyat partai komunis indonesia barbar bangkit tolak bubar,"['ngeri', 'rakyat', 'partai', 'komunis', 'indonesia', 'barbar', 'bangkit', 'tolak', 'bubar']"
"BUBARKAN SAJA Pansus KPK. Jika perlu, buat polling. Biarkan masyarakat di luar parlemen yang memutuskan. Bubarkan Pansus KPK. URL",1,0,0,1,0,0,0,0,1,0,0,1,bubar panitia khusus komisi berantas korupsi polling biar masyarakat parlemen putus bubar panitia khusus komisi berantas korupsi uniform resource locator,"['bubar', 'panitia', 'khusus', 'komisi', 'berantas', 'korupsi', 'polling', 'biar', 'masyarakat', 'parlemen', 'putus', 'bubar', 'panitia', 'khusus', 'komisi', 'berantas', 'korupsi', 'uniform', 'resource', 'locator']"
"Pengkhianatan PKI membunuh jenderal-jenderal PKI, kata Bung Karno. Bubarkan PKI. Turunkan harga dan bubarkan kabinet Tritura.",1,0,0,1,0,1,0,0,0,0,0,1,khianat partai komunis indonesia bunuh jenderal jenderal partai komunis indonesia karno bubar partai komunis indonesia turun harga bubar kabinet tritura,"['khianat', 'partai', 'komunis', 'indonesia', 'bunuh', 'jenderal', 'jenderal', 'partai', 'komunis', 'indonesia', 'karno', 'bubar', 'partai', 'komunis', 'indonesia', 'turun', 'harga', 'bubar', 'kabinet', 'tritura']"
Tiongkok sudah mengendalikan perekonomian dan media massa. Mari kita singkirkan Indonesia,1,0,0,1,0,1,0,0,0,0,0,1,tiongkok kendali ekonomi media massa mari singkir indonesia,"['tiongkok', 'kendali', 'ekonomi', 'media', 'massa', 'mari', 'singkir', 'indonesia']"
Usir Tiongkok dari Indonesia,1,0,0,1,0,1,0,0,0,0,0,1,usir tiongkok indonesia,"['usir', 'tiongkok', 'indonesia']"
USER Kupas tuntas dan kalahkan antek komunis.,1,0,0,1,0,1,0,0,0,0,0,1,kupas tuntas kalah antek komunis,"['kupas', 'tuntas', 'kalah', 'antek', 'komunis']"
"Coba usir orang Tionghoa, 100% rakyat NKRI tidak bodoh, NKRI kaya, orang asing bernilai triliunan karena menguras NKRI, jadi berhentilah bersikap bodoh.",1,1,0,1,0,1,0,0,0,0,0,1,coba usir orang tionghoa 100 rakyat negara republik indonesia bodoh negara republik indonesia kayak orang asing nila triliun uras negara republik indonesia henti sikap bodoh,"['coba', 'usir', 'orang', 'tionghoa', '100', 'rakyat', 'negara', 'republik', 'indonesia', 'bodoh', 'negara', 'republik', 'indonesia', 'kayak', 'orang', 'asing', 'nila', 'triliun', 'uras', 'negara', 'republik', 'indonesia', 'henti', 'sikap', 'bodoh']"
"Bubarkan Komisi Pemberantasan Korupsi, perkuat kelembagaan sistem politik negara",1,0,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi kuat lembaga sistem politik negara,"['bubar', 'komisi', 'berantas', 'korupsi', 'kuat', 'lembaga', 'sistem', 'politik', 'negara']"
Ternyata Utang Tol Jokowi ke Jepang... Di Atas 3% Layak Dimakzulkan... Jatuhkan Jokowi...,1,0,1,0,0,0,0,0,1,0,0,1,nyata utang tol jokowi jepang 3 layak makzul jatuh jokowi,"['nyata', 'utang', 'tol', 'jokowi', 'jepang', '3', 'layak', 'makzul', 'jatuh', 'jokowi']"
"RT USER USER disebut juga rawa pecundang. Bubarkan saja USER kalau hanya menangani kasus kecil, tidak berani menangani BLBI RSSW dll.",1,0,0,1,0,0,0,0,1,0,0,1,rawa cundang bubar tangan berani tangan bantu likuiditas bank indonesia rumah sakit sumber waras,"['rawa', 'cundang', 'bubar', 'tangan', 'berani', 'tangan', 'bantu', 'likuiditas', 'bank', 'indonesia', 'rumah', 'sakit', 'sumber', 'waras']"
"TOLAK PERPPU TOLAK REZIM OTORITAS, PERPPU ADALAH PINTU MASUK UNTUK MENGHAPUS JOKOWI",1,0,1,0,0,0,0,0,1,0,0,1,tolak atur perintah ganti undang undang tolak rezim otoritas atur perintah ganti undang undang pintu masuk hapus jokowi,"['tolak', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'tolak', 'rezim', 'otoritas', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'pintu', 'masuk', 'hapus', 'jokowi']"
RT USER dibubarkan & USER diusir ke Yordania,1,0,0,1,0,0,0,0,1,0,0,1,bubar usir yordania,"['bubar', 'usir', 'yordania']"
RT USER Kalau Jokowi Tak Bisa Diingatkan...Mundur Saja Jenderal...Bantai Dia di 2019 Lewat Pilpres,1,0,1,0,0,0,0,0,1,0,0,1,jokowi mundur jenderal bantai 2019 pilih presiden,"['jokowi', 'mundur', 'jenderal', 'bantai', '2019', 'pilih', 'presiden']"
